2026-06-23T10:36:53.2381532+08:00
view=BaseWindowSkin
img[79]=_root_gp/_gp_item_con/BagComponentView/leftGp/BagEquipmentIcon_3/__Templates/EquipmentItem/click_group/star_group/star_1 activeSelf=False activeInHierarchy=False enabled=True raycast=False sprite=com_star color=RGBA(1.000, 1.000, 1.000, 1.000) pos=(0.00, -26.00) size=(32.00, 32.00)
img[80]=_root_gp/_gp_item_con/BagComponentView/leftGp/BagEquipmentIcon_3/__Templates/EquipmentItem/click_group/star_group/star_2 activeSelf=False activeInHierarchy=False enabled=True raycast=False sprite=com_star color=RGBA(1.000, 1.000, 1.000, 1.000) pos=(0.00, -51.00) size=(32.00, 32.00)
img[81]=_root_gp/_gp_item_con/BagComponentView/leftGp/BagEquipmentIcon_3/__Templates/EquipmentItem/click_group/star_group/star_3 activeSelf=False activeInHierarchy=False enabled=True raycast=False sprite=com_star color=RGBA(1.000, 1.000, 1.000, 1.000) pos=(0.00, -76.00) size=(32.00, 32.00)
img[82]=_root_gp/_gp_item_con/BagComponentView/leftGp/BagEquipmentIcon_3/__Templates/EquipmentItem/click_group/time_limit activeSelf=False activeInHierarchy=False enabled=True raycast=False sprite=bag_limit color=RGBA(1.000, 1.000, 1.000, 1.000) pos=(6.00, -6.00) size=(67.00, 40.00)
img[83]=_root_gp/_gp_item_con/BagComponentView/leftGp/BagEquipmentIcon_3/__Templates/EquipmentItem/__Templates/BaseAwardItem/click_group/item_bg activeSelf=True activeInHierarchy=False enabled=True raycast=False sprite=com_goods_plate_0 color=RGBA(1.000, 1.000, 1.000, 1.000) pos=(-65.00, 65.00) size=(130.00, 130.00)
img[84]=_root_gp/_gp_item_con/BagComponentView/leftGp/BagEquipmentIcon_3/__Templates/EquipmentItem/__Templates/BaseAwardItem/click_group/icon activeSelf=True activeInHierarchy=False enabled=True raycast=False sprite=com_empty color=RGBA(1.000, 1.000, 1.000, 1.000) pos=(-45.00, 45.00) size=(90.00, 90.00)
img[85]=_root_gp/_gp_item_con/BagComponentView/leftGp/BagEquipmentIcon_3/__Templates/EquipmentItem/__Templates/BaseAwardItem/click_group/lock activeSelf=False activeInHierarchy=False enabled=True raycast=False sprite=com_lock_1 color=RGBA(1.000, 1.000, 1.000, 1.000) pos=(-37.68, 36.68) size=(22.00, 22.00)
img[86]=_root_gp/_gp_item_con/BagComponentView/leftGp/BagEquipmentIcon_3/__Templates/EquipmentItem/__Templates/BaseAwardItem/click_group/select_image activeSelf=False activeInHierarchy=False enabled=True raycast=False sprite=com_selectbg4 color=RGBA(1.000, 1.000, 1.000, 1.000) pos=(-75.00, 77.00) size=(150.00, 150.00)
img[87]=_root_gp/_gp_item_con/BagComponentView/leftGp/BagEquipmentIcon_3/__Templates/EquipmentItem/__Templates/BaseAwardItem/click_group/time_limit activeSelf=False activeInHierarchy=False enabled=True raycast=False sprite=bag_limit color=RGBA(1.000, 1.000, 1.000, 1.000) pos=(14.00, -5.00) size=(37.00, 23.00)
img[88]=_root_gp/_gp_item_con/BagComponentView/leftGp/BagEquipmentIcon_5/scaleGp/icon_bg activeSelf=True activeInHierarchy=True enabled=True raycast=False sprite=uihl_008 color=RGBA(1.000, 1.000, 1.000, 1.000) pos=(-40.00, 41.00) size=(80.00, 82.00)
img[89]=_root_gp/_gp_item_con/BagComponentView/leftGp/BagEquipmentIcon_5/scaleGp/lock_icon activeSelf=False activeInHierarchy=False enabled=True raycast=False sprite=com_empty color=RGBA(1.000, 1.000, 1.000, 1.000) pos=(-45.00, 45.00) size=(90.00, 90.00)
